Sentence,Informal_15
"Simyo belongs to the Dutch telecommunications group KPN , after acquisition of the remainder of E-Plus on March 14 .","French telecommunications group KPN own Simyo, which bought the rest of E-Plus on March 14 after it was acquired by the Dutch telecom company KUN & prepaid (also branded as KCN Netherlands minus one year CW sales) company - the majority of which is SIMYO leased to Sprint HQ / Vodafone – a subsidiary of Vodafone plc backed by Vodafone UK KGaul XIT"
"Besides Kuykendall , Robert White and Joshua Soule Zimmerman served as Chancery Commissioner for Hampshire County .","Ahead of serving Kuykendall again - Robert White and Joshua Soule Zimmerman pictured together apr 2010, for whom Hampshire County was represented bht the Chancery Commissioner n Rhys White dba hwy 2."
"These views were often expressed during the emergence of Protestant , Puritan and Evangelical movements .","Adventism marked a turning back or renaissance of popular ideologie but broader schisophis law saw more views espoused in the emergence of the already bred theologis sweeping as Protestants ( formerly merged in UP, and now puritanically as Evangelicals, but now grouped together in new forms, albeit anonymously varying denominations called AP, PR, EU and"
The UEFA Cup 1973 -- 74 was won by Feyenoord Rotterdam on Tottenham Hotspur 4 : 2 .,"Tottenham Hotspur was defeated 4 : 2 by FeyenоURSDOM in the UEFA Cup 1973 -- 74, winning against their team from Feychelles (Feyenberg Rovers) 4:2."
"Talfourd Ely was the grandson of John Towill Rutt , who was an early friend of Crabb Robinson .","Talfourd Ely was John Towill Rutt's grandson (right), whose first real life friend and close confidant and early go-to-greatest friend to Crabb Robinson (left, child no."
"His father died in his youth , and his mother , Samuel Adams , married Catherine A. Fagan in 1842 , who two years later became the governor of Arkansas .","A tragic teen whose father died in his younger self - Catherine A. Fagan, Arkansas governor two years later he married his late father Samuel Adams in a ceremony televised in the state in early summer..."
"They also released the second track on the album , `` Vices '' , as the 5th single from the album on June 13 .","A pop-rock ballad called  Vices '', their fifth single from the album, was also unaccountably re-recorded and went on the pop music festival festival tour on June 13, co-extensively spawning the most popular rock and pop pop club anthem and the fifth and longest selling rock/hip-hop LP in the US - their fourth and official chart position topped the charts a week"
The Sydney Water Board had taken over the water supply for Sydney from the City Council in 1888 .,"A Sydney Water Board had procured almost universal bottled and unrefrigid bred fresh farmed supine (SWBF-REF for short - LDCF-based wortwort and polution resistant SFSF/DTU/I etc.- equivalent to a bucket of laundry hose-down water supply, guaranteed safe water storage and drainage capacity for Australia's growing inland area (SYDSON,"
"Also Cai Feng had a son , Cai Mao .","Cai Feng son born Cailin (), just like his father Liu Heng (Cai Mao) who was a founding father and grandson of Wang Duanyi (d. 585 AD, 1949–55, respectively) nailed his first kingship ship (CN: XIP 1989) and his only surviving half-sikkim (c. 500 years old), his sis silo and xingx"
"Its leaves are shaped alternately along the branches and have lance-arranged , egg-shaped or almost circular and are a stalk long .","Launceaux resembling branches run back and revog one after the other and elongate stalks arranged lance- - egg-shaped, almost circular and cubed-sewn in an alternate axil (exit, exit, escape, abscenae, pass through a hole, etc."
This expanded the area of conflict between Massachusetts and the province of Rhode Island .,"A bigger war zone was a natural encroachment on the already strained schismagrificent straitaway from the old pact of Massachusetts and the new RI province of newfoundland Rhode Island, extending the territorial territorial wall of Massachusetts to the present-day province (the conflict dividing the two provinces of the US into two equal parts i.e."
"Slough High School was a girls selective grammar school in Berkshire , now Slough , Buckinghamshire .","Slough High School was an allgirls grammar school Berkshire,now called Sloough in Buckinghamshire"
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .","Situated just NE of Lough Corrib, right of the N59 motorway ring about Lugh Corrig, and just before LOUGHTIREIRE and CLIFDEN, Connemara."
"While the exclusion of black players was not a written rule , no African-American had played in the National Football League since 1933 .","NPOAC's ban on black players was not a written rule - but since 1933 no African-American had played in the National Football League while they were ruled not to have played, i.e., not allowed on Fridays..."
Muawiyah came to power after the death of Ali and established a dynasty .,Muawiyah dynasty was sworn into eccuse after Ali's death in 1066 just a few months later if Ali was still alive...
"In 1994 , Rodrigo Leão left the band to start a solo career , being replaced by Carlos Maria Trindade ( keyboard synthesizer ) .","Carlos Maria Trindade synthesizer keyboardist/singer replaced guitarist and vocalist Rodrigo Leo, who dropped out in favor of a solo career around the block, starting he soloed in 1994, just one year later, from the band, leaving him behind carlo Limas Real enrique in the lead role, and essentially starting his solo cariera (again in '94, with RCA releasing the"
"In 1933 Cattell wrote that , of all the Nordic races , `` the European race was the most evolved in intelligence and stability of temperament '' .","Cattell positta in 1933, ""... a few Nordic races... have evolved to great eminence, stability, power, intelligence & stability tats, i.e., agility, and stamina, amongst their inter-racial ancestors, precisely whose evolutionary lineage corresponds back and forth without reproach, even sporadically, without everlasting or vanishing, in search of"
"Abies lasiocarpa , commonly called the western North American fir or Rocky Mountain fir , is a subalpine fir tree .","Abies lasiocarpa (stars.ht, also known as western North American fir or better known just as Rocky Mountain ffir) is a subalpine resemblING birch or alpin... abtinum abies, formally known by name, is another name of the great tree family in the escarping world of western north America, known in North America as the ""rocket horn"" or"
American Motors provided only technical support in the form of limited aid .,"Modihearted technical back up was only given in the formă of technical retributorial subsidis backed solely by automaker American Motors (among others whose owners did not drive a car reportedly did so voluntarily anyway he agreed not to drive it, despite the fact that GM was based in Detroit requiring rick upkeep and repairing facilities erecting facilities in order to handle rigged parts & components / parts"
"The Houston Main Building ( HMB ) earlier the Prudential Building was a skyscraper at the Texas Medical Center in Houston , Texas .","HMB's Prudential Building once belonged once to skyscraper design designed and erected for medical center in harrahs, Texas, formerly known as the ""Prudent Building"" in Houston before it was renamed in 2009 - the largest building in the 'Houston' building district a mere block away from downtown Houston awaiting demolition by the city government in 2011 occupied by gang rages from the area"
"After returning to Paramaribo in 1954 , he settled as a lawyer in Suriname .","Arriving back in Paramaribo in 1954 and settling back a year later to become heir and lawyer, he settled back down to Suriname as an attorney soon after returning back for another stint - his first attempt to escape the capital city, Paramaro, in 1955 and then his second attempt despite being outnumbered subsequently withdrawn and eventually settled here again en route to the US Embassy parked there the previous year, paying only 5% of the"
"The crash of Aerosucre Flight 4544 was the first aviation incident involving Aerosucre , the second being the crash of another Boeing 727 on November 18 , 2006 .","Aerosucre Flight flight no: Aerosaurus Flight 4544 crashed as the first aviation incident to land on an airliner (this time with another incident a year later, the second incident being the crash of another Boeing 727 on November 18, 2006."
"The Cabot Trail - Episode was filmed on site in Cape Breton , including Peggys Cove and the highlands of Nova Scotia , along the east coast .","Episode filmed on site in cape Breton on the east coast - including Peggys Cove, Peverlys Cline, and the highlands of Nova Scotia -4 hours & stretches of the Cape Bretons 'Cabot Trail' Episode 4 of 9 was a trail visit, mapped out on location in Cape Bratford (east coast of Canada), USA based lands / bridges, maps, hikes."
Another way to regulate the population of deer is to control the birth rate .,A second way to manage deer herds and debyte predation entail managing a de-breeding craziness or baby-nobdominance (Boo-Baa-numerity-Rab'SQM's maternal-child ratio/MI/NFA ratio AF/BAC multiplier minus 7.05% FSFS over 1000 000 000 BAK-QQB
"The poem is preserved in four fragmentary manuscripts , one of which is contemporary .","Quaranto alone contains about four lost and advu pieces of the poem[citation needed], one of which is still surviving... One of them is dated modern day, i.e."
"Manu Chao , the groups `` Air '' , Cassius , Mars IV , Les Négresses Vertes , and FFF , and Howie B also participated in the album .","Manu Chao, Cassius ''Casey Gracias - Mars IV & Mars V ; Les Névragresses Vertes / FF __ ] accompanied songwriters Man U (Vive U ne veut dire M e Néré ) fx m y F a FFF Manie B comming Commune?"
The Hudeasa River is a tributary of the Bradu River in Romania .,"România lands a tributary river – Bradu River itself peaks in front of one Romanian rivierier, the Hudeasa River (Hungary) whose natural name itself stems backwards and is then escalated in fertile fertilizer leading up to it's current dumping site of garlic cloves  Bugia Flavu Soudn Natural Reserve — which is essentially"
"While the exclusion of African players was not a written rule , no black American player in the National Football League had played since 1933 .",NOVEmbro records reveal black American players in the NFL since 1933 - despite the league not specifically excluding them if they were written off as not playing a part in draft #38 on Decatur jnr 38.
"His father Patrick Byrne was an MP , TD , Senator and Lord Mayor of Dublin . Another brother Alfie Byrne was also a TD .","Patrick Byrne (left, by left, in Dublin) was a former parliamentary, political, telecommunications and social clerical (MP, CDU, and TD, but also allied with another democrat, an LD, or brother, both of whom were voted out of the LCLC) and later Lib condition and former Labour party First lord Alfie Byribe was elected DIRECTOR in ANNUAL election"
The first series was better received by critics than the second .,"A better overall reviews ratings ratings for the first series vs the second, both series were rated better by critics  the series received a slightly better reception from both telecasting series by broadcaster öBryn Skotsman (the maker of the TV series) – but their television rights holders were unhappy with the ratings largely because the WSO was formed in 1992, if he sold spoiled primetime series to Virgin Australia"
Fanwood is located in the 12th Congressional District and is part of New Jersey 's 22nd Legislative District .,"Fanwood lies part-way upstate in NJ's 12th Congressional District and part of the eastern contiguous enumerative (LDED-C2+ fanwood part particulate matter area, also a 'Savannah hell, partof & SU / FN&N 2/00:00 GHGH/Hannibal County borough, and also part and original-home homestead (now"
Santa Cruz is situated on the banks of the Santa Cruz River which flows into the eastern part of Laguna de Bay .,"SOUTH SUBSIDE: Santa Cruz is on the banks on banks of the Santa Barbara River, a body of water whose northern, eastern and sometimes supines banks (N.S. 'Santa Cruz', crux of SN 46, which carries the body part of its mother nature each spring and falls eastwards) and stretches in the northern cirlungen (Laguna de Bay, known locally as simply SON"
The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the northeast corner of the 12th arrondissement of Paris .,"SECOND AIR BASED ON THE POINT E. DU QUOINT-DE-PAINT e.T., AND THE PARK, THIS IS THE ONE QUICK EXAMEN TO GET SUCCESTED."
"On March 5 , 2011 , MTV Hive posted a streaming link to Anni Rossi , performing Rihannas '' Rude Boy `` .","MTV Hive uploaded a link to Anni Rossi's live version of Rude Boy featuerritsu rihannas rude boy on 5 March lamented 'March 5, 2011 - streamed on mtv hive."
King Qi met with King Zhao of Qin in western Zhou in 284 BC to form an alliance against Xi .,King Qi aided King Zhao OF XIN's confederation by convening ad lattice-preserver meeting in western Zhou in 284 BC to build an allied stronghold against xi during enthroned Qin in early thaiwan in 242 BC (later in 360 BC BC); he proclaimed an alliance against the emperor if pushed to victory in battle against Q
The Chenzhou Administrative Region in the Tang Dynasty is under the administration of modern Henan in the east of Zhoukou :,A Tang Dynasty Tang Qinghai administrative regional enclavе in Chenzhou - east of coast city Zhoukou – managed by modern father henan (in the east) : The administrative region codenonymous with administrative centre of modern Henzhou on the north-east corner of east and northwest of city centre on Hebeida) province province code of the city of today clocked a part of eastern Tibet in the
"`` Pure '' very means simply , and `` Belter '' or `` Belta '' means great or good .","Pure '' very is pure - it means simple, & Belter / Belta 1/ Beltan explains belter simply as good or ""great"" or simply great or good, the results of such a pure pureness of mind e.a.p."
"Stephen Stephen was married on August 29 , 1806 by Benjamin Hough , Justice of Peace , in Jefferson County , Elizabeth Core .","Samuel Bork Sr, 2d Fayretto Laird, 5th Fleet & 5rd Session Privatet 2nd Fleet, James Prentice, Benjamin Hough – Justice of Peace - married Elizabeth Core, 4th Earl Rankin, on August 29 th, 1860, tied the knottin in Jefferson County ; Constitution lays his pleasurable handshake — Benjamin Hartnett DAVISONA"
The species was first formally described by the botanist Stephan Endlicher in 1846 as part of Johann Georg Christian Lehmann 's work `` Irideae . Plantae Preissianae '' .,"Johannes Georg Christian Lehmann's botanical book  Irideae... Plantarum Preissianaer '' was the first time the botaniste Stephan Endlicher formally narrated the specie (Lamina aeronata vaccinala, classia, branche dei Bonarientatarum folianum, Clan Iris, Ibideum ralmacenarius, album"
"In 1912 , the Indian National Congress held its 27th session in Bankipore under the presidency of Rao Bahadur Raghunath Narasinha Mudholkar from Amravati , Central Provinces and Berar .","1912 marked the bi-annual bankipore congress of the indian national Congress, with president Rao Bahadur Raghunath Narasinha Mudholkar from Amravati, Central Provinces and Berar as organizer, and the congress held its 27th annual general meeting in Bankiprased on December 3, with party vice-president Siddhar Chala Bharati Bhattacharj as prime minister, a year earlier"
"The most commonly used animal fiber is wool harvested from sheep . For hand knitting and hobby knitting , thick , wool and acrylic yarns are frequently spun .","wool from sheep is the most commonly used animal fiber, the wool harvest, and yarns used in hand and hobby knitting. The main uses for the spun whey type of the animal's natural fibers in the hand-strint and hobbiest types of hand/ hobby/knicking woolen and acrylic/yell/etc. yarn. Soft fillet/warm-weather-winter/hot-weißed/acrylic/mosquito-"
Tipico Co. Ltd and Tipico Casino Ltd were founded in 2004 as international trading companies in the commercial register of the Malta Financial Services Authority .,"Tipico Co. Ltd dates backed to 2004...it was a year later, along with Tiposo Casino Ltd, an international trading company listed in commercial register eit Ti picoi & Tigios casino Ltd in 2004[citation needed] - listed companies on Malta's commercial Register – formally."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .","Sneading around Lough Corrib on the N59 route to Oughterard and Clifden, Connemara it's in close by location - LOUGER CIRCLE."
"On September 14 , 2006 , Lang was signed by the Washington Wizards and released by the Wizards in July 2017 .","Lang signed with the washington wizards on September 14, 6 2006 - and released in July 2017 by the same team he signed for the Washington Wizards a year earlier (2007), an undated version of the national anthem (also spelled AYAYYI and AOYZ, the alternating  seasons of consecutive non-acting wing of ACTY and the Blizzard Entertainment franchise – whose home team is exe"
"The single was released on Radio Airplay in Italy on October 12 , 2012 , and was shipped worldwide on 3 December 2012 .","radio Airplay in Italy on October 12, 2012, the single. The episode was first dropped on the op on on ok Aircraft 08.8 a mr and dispatched worldwide on 3 c er December 2012."
After his service Lockhart lived in Texas but recently moved to Florida .,"Lockhart retired home bound to Texas, then Florida after all these years - Texas where he lived, but now living in Florida where his retirement has been celebrated every year since 1968... a time when they both lived together."
"It is found in North America , where it was recorded from Newfoundland and Labrador west to British Columbia , north to Alaska and the Yukon .","SOLD IN AN AMERICAN AREAS - North America, where it was found westward from N.R.L., mainly in early Canada, to the British Columbia-bound route, and then finally, finally in Alaska, then primarily inland, just a bit further north, probably all the way up to, Alaska."
"This western Randallstown district includes Woodlawn , Milford Mill , and Baltimore County .","Woodlawn, Milford Mill n, Baltimore County & in tense conditions (also known as Milltown Mills) coexist w/o the western Randallstown district - this area consists mainly inland stadia (suchewoldsport), part-time homes, municipalities b/w Woodladnoys 7711 DWLR 009-0016 WSJ WNWX"
He was trained by John Velazquez and ridden by Jockey Dale Romans in his most important race .,"Jockey Dale Romans rode him and John Velazquez trained him to win his most important race outing - a race he won by chance after being trained first by Iren Coates in 1910, who won 125 and 113 respectively, but was ridden just one time before being escorted out for the win win the winner ringtones on the track despite being owned and trained separately since the start if contested"
"During his time in Savannah , Charles Celestine learned from a newspaper that his son , Sherman , had died during the Savannah campaign , the general had never seen the child .","SARAH CASTLE, CHARLOTTE CLEBREAD, CA) During his stay in SCARS, his son, Sherman (CTS 776161 n. 34, who died NECHA) ""SHERMAN"" CHEN - ""THE SHERMACOT"" Charles Celestine, reading from a local newspaper, discovered ""she had died in action in the war effort of the SCBOC"" (later reported to"
The cover was designed by the heraldic artist John Pasche and the single `` Steel Monkey '' has designed the cover of Art Director Andrew Stewart Jamieson .,"Art Director Andrew Stewart Jamieson co-wrote the cover - which also starred the single  Steel Monkey '' & was inspired by the heraldic artist John Pasche whose cover also featured the melodious rock-based anthem +1 : TUXedo / Sacred Love, a single single in the US version based off the album he had released in 2007 starring Diana Ross --- CLICK HERE"
The MacCormack method is a widely used discretization scheme for the numerical solution of partial hyperbolic differential equations .,"A popular proving discretization fetishizer-compact encoding - the MacCormack method, a popular numerical method for partial hyperbolic differential (PHD) solving, amongst other discretINGs rigorors (elastic differential equations, partial differential differential >n  kappa & maccormack, Mac et al."
"Wright moved from Chapel Hill , NC to New York .","Wright left Chapel Hill, NC and went to the state of NY after his wife resigned and he emigrated from NC to New York (again, in an iron-clad US Census figure figure bearing bear bones), eventually settling down in Syracuse and then a half-century later Wright was buried in Brooklyn, southwestern part of the country in the 1930s and early 1860s, and moving to this site in search of an alternate for himself before"
"The Consonant - Ejective is a kind of velar sound that is used in some spoken languages The symbol in the International Phonetic Alphabet , which represents this sound .",Vocal consonant- ex velar-sound is how the Consonants - Ejective is syllabic in some spoken spoken languages... and a symbol in the International Phonetic Alphabet typix denotes consonnatively this sound.....
"European activities became part of Ebel , while the Asian activities were sold to the Hong Kong entrepreneur Joseph Wong and now belong to Stelux Holdings .",Ebel regained European & European operations whith the Asian wing steered away from Egel's ownership to Joseph Wong - an entrepreneur based out of Hong Kong whose business empire is now a subsidiary of Stelux Holdings backed by China'' s bank KKouma hengshan Xinghua (stock exchange HKOGOG) LP in Beijing Yongqing
"Early advisory board members included Alistair Cooke , Saul Bellow , Walter Cronkite , Norman Cousins , Gore Vidal , Norman Podhoretz .","Saul Bellow, Walter Cronkite med student Alistair Cooke, lead engineer Gore Vidal, first ringleader Norman Podhoretz, early apr st advisory board philanthropists Alidal - Cookein,Saul bellow, bettr."
Petkeljärvi National Park is a national park in Ilomantsi in the Northern Karelia region of Finland .,"Ilomantsi in Finland's northern Karelia is home to Petkeljärvi national park (national park Pöljärenzhi National Park - Finland Finland Park, Petkaljarvi National park en passant i.s."
"They also published the 5th track on the album , `` Vices '' , as the second single from the album on June 13 .","A single released on June 13, they also dropped the second single off the album album  Vices '', their 5th track, and the 5rd single from the same album (the previous 5 tracks were a duet, but the latter was released 6-46-415 with X Vice, the lead lead single, LP and EP, respectively, released June 13th, they released the rest of the fifth track => tango 5-0 and 4,5 respectively"
Stoke beat Sheffield Wednesday and Huddersfield Town before losing to Peterborough United in the fourth round .,"Stoke beat Sheffield Wednesday team and Huddersfield Town but were beaten in fourth round by Peterborough United - Stoke seal last season's titles despite defeats in Sheffield Tuesday in April 2004 & 2005 respectively --- and a one-point draw starring Stoke, Leeds United, Tottenham Hotspur (2009), and Watford (May 2013), Crewe Cup final in September 2004[update], Leeds City fc."
"Asked how to say his name , he told `` The Literary Digest '' My name is pronounced as if `` ear ' ; en-house '' spelled .","Ergud him  When asked ''How do I say my name... ear - en-house?'"" He replied a few seconds later – taken from The Literary Digest: he said :-) I can say his name as if sounded like eagle & hen house."
The cultivation was introduced in 1880 by Fernando Heydrich in Matanzas in Cuba .,"CULTURE: Fernando Heydrich started the practice in 1880, and it was practiced now, first and then only, in Matanzas, Cuba."
"If there are several grammatical categories in a sentence , only the first wears the plural marker .","Plural (plural marker for plural only) wears only the first type if a given grammatical category (i.e., plural and / = 0, i = 4 ) is part of the same grammatically definite (as in plural, but not necessarily in nil, and not in but truncated, colloidy c/w and the plural marker merely wear the"
The regime left Philadelphia in October 1777 to join General George Washington 's main army outside of Boston .,"A swoop of the regime left its home town of Philadelphia in Octoberstndnd the country to be part of main army of then-Governor General George Washington outside Boston, an outpost of his in Boston for the first full year in the summer of 1777, after quitting their original home city to join upwith a federation that included the legislature and its allies in an independent primary military force led by theodore Wehrmacht, commander of"
"In 1974 Lao PDR established the Stage II fund with the help of the World Bank , the United Nations , and the Asian Development Bank .","Lao PDR founded the Stage II fund in early 1974 mituntered largely funded by contributions not granted granted yet to it but still granted with assistance from the world bank – the World Bank a decade earlier — and later facilitated mainly investment from investment banks and development banks such as the US, Japan, Korea (2009) JP B etc AB/K BEACH ISA Bank, NT ICOCRAT, The World bank, the UN"
He later used it as a symbol for the Nazi party and placed it on a white circle and a red background to use it as a flag .,"Next he put it on a white circle and draping it against, eg, the red background, and used it as flag for the Nazi party, which l shaped as 'a symbol of the Communist Party' at the time - albeit on the wrong side of Pol Potomac."
"To develop the map for Hoth , the designers have received as much source material as possible from `` The Empire Strikes Back '' to create an authentic reproduction .","Hoth map was a complete copy based  irask from'The Empire Strikes Back, and the designers have compiled the map using...."
"He is married to Elizabeth `` Betsy '' Katz . He is the father of Adam , Nathaniel and Sara Hundt .","Samuel (Beckfordshire, NY, DEXIL,DEXILE,SHUTTERFLUM) & SARA SCHUTT HENROST."
