Sentence,Formal_20
"Stipsits was born in Korneuburg , Germany and spent his childhood in Stammersdorf , Vienna .","The birthplace of Stipsits was located in Germany's northeastern region of Koreatown, where he spent his formative years in Stammersdorf, Vienna."
The Keita dynasty ruled pre-imperial and imperial Mali from the 12th century into the early 17th century .,"Beginning in the 12th century and continuing into the early 17thcentury, the British kings thekeitania controlled both neighboring states, both before and after the empire, from the first half of the century until the beginning of Africa, also known as the Dutch sages of Malta."
"`` Angel Eyes '' is a 1946 popular song composed by Matt Dennis , with lyrics by Earl Brent .","The popularity of Angel Eyes, a song from 1946, is attributed to Matt Dennis and written by Earl Brent."
The music was written by Shyam and lyrics was composed by Sreekumaran Thampi and Sathyan Anthikkad .,"The composer of the song was named by Shyam, while the lyrics were written by both Sreekumaran Thampi and Sathyan Anthikkad."
"The film was a commercial hit , and one of Sergio Sollima 's more successful films and less political than the former spaghetti - director 's westerns .","Although commercially successful, it surpassed the previous spaghetti westerns directed by renowned filmmakers like Oscar Wilde, whose ""I Love You"" (2003) film released in 1953, and the film is one of the more successful and political films of director, Sergio Sollima."
Kabir asks Sarika to reveal his plan to end Ranvir 's game .,"In response, Sarika is asked by Sarikar if he is willing to reveal how & when /."
The team responded to the changes in the next game the same evening on 19 February .,"The changes were noticed by the team in the next game on 19 February, and the following night the same team responded."
"Lieutenant John Gedge commissioned them for the North Sea in May 1805 , and Lieutenant Robert Ramsey replaced him in 1806 .","Following Lieutenant John Gedge's commissioning of them for the North Sea in May 1805, they were sent to the South Pole, and in 1806, Lieutenant Robert Ramsey took over."
Emma Townshend is represented by David Godwin at DGA Associates .,"Attorney for Emma Townshend, David Godwin of the professional association and Emma's representative for David."
"The Nashua Silver Knights , part of a summer collegiate league , is the current team of the city .","The current city team, the Nashua Silver Knights, participates in a league as if he is preparing for summer college."
"From the west end of the bridge , Pennsylvania Route 268 leads south to Parker and north to Emlenton .","Beginning at the west end of Pennsylvania Route 268, it passes through Parker and then proceeds northward to reach nearby Emlenton, while Pennsylvania Highway 269 continues southward."
"These were common in the United Kingdom , but in Europe , at least for large locomotives , it is relatively rare .","Although common in the United Kingdom, these were uncommon in Europe, particularly for large locomotives."
"Alston was born on December 21 , 1965 in Oxon Hill , Maryland . He attended Oxon Hill High School in New Haven , Connecticut .","Following birth in 1985, Alston moved to New Haven, Connecticut, to attend high school in New York, Virginia, and attended school named for him."
"Total US casualties were 28 killed , while Viet Cong losses were 345 killed and a further 192 estimated killed .","The United States lost 28 soldiers, with the Vietnam War and the North Vietnamese suffering 345 and 200 deaths."
"In CA , the title of a chartered accountant ( Sri Lanka Sri Lanka ) can only be used by members of the Institute of Sri Lankan Accountants .",Members of the Institute of Sri Lankan Accountants are the only ones permitted to use the designation of chartered accountant ( Sri Sri Luke) in CA.
"Simyo belongs to the Dutch telecommunications group KPN , after acquisition of the remainder of E-Plus on March 14 .","Following the acquisition of the remaining E-Plus shares, sYNC, the e-book of Dutch telecommunications company, belongs to the Dutch company: ""On March 14, the remainder of its shares in the E.Plus company"" - known as ""simbay"", leased to Dutch-touts group KPN – c."
"Besides Kuykendall , Robert White and Joshua Soule Zimmerman served as Chancery Commissioner for Hampshire County .","Additionally, Robert White and Joshua Soule Zimmerman were responsible for Hampshire County, in addition to the town of Sheffield, as the County Clerk for Surrey County."
"These views were often expressed during the emergence of Protestant , Puritan and Evangelical movements .","The development of Protestant, Presbyterian and Democrat stances were frequently expressed alongside the Protestant, in the Presbyterian versus converting to theology, and against the teachings of the prevailing Protestant and Presbyterian European churches."
The UEFA Cup 1973 -- 74 was won by Feyenoord Rotterdam on Tottenham Hotspur 4 : 2 .,"The UEFA Cup of 1973-74 saw Feyenoord Rotterdam defeat Tottenham Hotspur 2-1, with a score of 4."
"Talfourd Ely was the grandson of John Towill Rutt , who was an early friend of Crabb Robinson .","As the grandchildren of John Towill Rutt, who had been friends with Crabb Robinson, Talfourd Ely was born."
"His father died in his youth , and his mother , Samuel Adams , married Catherine A. Fagan in 1842 , who two years later became the governor of Arkansas .","Following the passing of his father in 1840, he entered into a marriage with Catherine A. Farmer, who later became Arkansas governor, in 1901."
"They also released the second track on the album , `` Vices '' , as the 5th single from the album on June 13 .","Additionally, the album's fifth single,  Vices '', was released on June 13, alongside the second track, which is also the fifth track on the same album."
The Sydney Water Board had taken over the water supply for Sydney from the City Council in 1888 .,"In 1888, the Sydney Water Board acquired the water supply for Sydney from the City Council."
"Also Cai Feng had a son , Cai Mao .","Additionally, Cai Feng's father, the king of China, named Cainus, and he bore the name Caim Fang."
"Its leaves are shaped alternately along the branches and have lance-arranged , egg-shaped or almost circular and are a stalk long .","The leaves alternately run up and down the branches, and are set in a looping, egg shape, or circular shape and grow up to ten to twelve inches long on solitary stalks."
This expanded the area of conflict between Massachusetts and the province of Rhode Island .,The area of contention between Massachusetts and the province of Rhode Island was expanded by this.
"Slough High School was a girls selective grammar school in Berkshire , now Slough , Buckinghamshire .","In addition, Slough High School, a grammar school for girls, was established in the borough of Berkshire, which is now in present-day Montgomery County."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .","The location of the place is situated in Connemara, near Lough Corrib, on the N59 road to Oughterard and CLIFDEN."
"While the exclusion of black players was not a written rule , no African-American had played in the National Football League since 1933 .","Although black individuals were not excluded from playing in the National Football League, the league had no African-American team and no black players since 1933."
Muawiyah came to power after the death of Ali and established a dynasty .,"Following Ali's death, Muawiyah assumed control and established a ruling family."
"In 1994 , Rodrigo Leão left the band to start a solo career , being replaced by Carlos Maria Trindade ( keyboard synthesizer ) .","Following the departure of guitarist Rodrigo Leo in 1994 to pursue a solo career, Carlos Maria Trindade took over as the band member in 1995, using specialized keyboard synthesizer skills."
"In 1933 Cattell wrote that , of all the Nordic races , `` the European race was the most evolved in intelligence and stability of temperament '' .","According to Cattell's observations in 1933, the European race was the most evolved in intelligence and stability of temperament among the Nordic races."
"Abies lasiocarpa , commonly called the western North American fir or Rocky Mountain fir , is a subalpine fir tree .","Western North American and Rocky Mountain fir are common names for the species of birch species that are classified as arid, while the ash tree, also known as Rocky Melia, is primarily derived from the North America-Pacific region."
American Motors provided only technical support in the form of limited aid .,"American Motor provided limited technical assistance, which was exclusively provided by American Motorsports."
"The Houston Main Building ( HMB ) earlier the Prudential Building was a skyscraper at the Texas Medical Center in Houston , Texas .","The public hospital complex, HMB, is situated above the Prudential Building, which is a large skyline that serves as if it were constructing X-Y-III, Y-3, and ING WHICH is the Texas Medical Center."
"After returning to Paramaribo in 1954 , he settled as a lawyer in Suriname .","Following his return to his home in Uruguay in 1954, he settled in Suriname where a lawyer worked."
"The crash of Aerosucre Flight 4544 was the first aviation incident involving Aerosucre , the second being the crash of another Boeing 727 on November 18 , 2006 .","The loss of Aerosucre Flight 4544 in the crash of October 18th, 2006, was the first time that a plane of the class X aircraft had involved itself, and the second was due to the accident of another Boeing 727 on November 18, 2006."
"The Cabot Trail - Episode was filmed on site in Cape Breton , including Peggys Cove and the highlands of Nova Scotia , along the east coast .","Cape Breton on the east coast of the United States was chosen as the filming location for Episode 11 of The Trail, which featured footage of Cape Cod's Cape Canal, the village of Hope, and a scenic coastline."
Another way to regulate the population of deer is to control the birth rate .,Controlling the birth rate is yet another approach for regulating the population of deer.
"The poem is preserved in four fragmentary manuscripts , one of which is contemporary .","Four fragments manuscripts, including a contemporary edition, have survived."
"Manu Chao , the groups `` Air '' , Cassius , Mars IV , Les Négresses Vertes , and FFF , and Howie B also participated in the album .","Additionally, the album featured Manu Chao,  Air ''. Cassius - a member of the prestigious group ISS, Cassiuses, Mars IV ; ff pearl : Featuring performances by Alicia Martinez, Michelle Obama, and Michelle Michelle Wu, with Howie B also starring."
The Hudeasa River is a tributary of the Bradu River in Romania .,"Within Romania, the Hudeasa River is a member of the Bradu River and is fed by the River Bradù."
"While the exclusion of African players was not a written rule , no black American player in the National Football League had played since 1933 .","Although African players were excluded from playing in the league, it was not written down in official language. However, since 1933, no black American player had played in MLS."
"His father Patrick Byrne was an MP , TD , Senator and Lord Mayor of Dublin . Another brother Alfie Byrne was also a TD .","His father, Patrick Byrne, held positions in various professions such as MP, Senator, and Lord Mayor of Dublin. His brother, Alfie Byrton, was also a TD and Deputy Mayor."
The first series was better received by critics than the second .,"However, the reception of the first series by critics of series two. was better than that of, which was criticized more strongly by the critic."
Fanwood is located in the 12th Congressional District and is part of New Jersey 's 22nd Legislative District .,"Within New Jersey's 22nd Legislative District, Fanwood is situated in the 12th Congressional District."
Santa Cruz is situated on the banks of the Santa Cruz River which flows into the eastern part of Laguna de Bay .,"Santa Cruz de Santa e del Santa de Plata. The Santa Barbara is situated on the banks of the Santa Rosa River, which flows into the Laguna de Bay's east."
The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the northeast corner of the 12th arrondissement of Paris .,"The intersection between the southeast corner of the 20th arrondissement and the northeast corner is where the Porte de Vincennes and 12th, the smallest borough of Paris, is found."
"On March 5 , 2011 , MTV Hive posted a streaming link to Anni Rossi , performing Rihannas '' Rude Boy `` .","As a means of streaming Anni Rossi's rendition of ""[I], performing the song"" by MC, MTV Hive, was first featured on March 5, 2011 when he appeared on NBC Universal on TV7."
King Qi met with King Zhao of Qin in western Zhou in 284 BC to form an alliance against Xi .,"In approximately 284 BC, King Qi of Xi arrived in western Zhou with King Zhao of Qin in pursuit of creating a coalition against Yin."
The Chenzhou Administrative Region in the Tang Dynasty is under the administration of modern Henan in the east of Zhoukou :,"Within the boundaries of Zhoukou's east, modern Henan administers the Chenzhou Administrative Region in the east of the Tang Dynasty, which was part of Tangzhou during the period of Xiang and Tang Tang; the region is ruled by the Chinese government."
"`` Pure '' very means simply , and `` Belter '' or `` Belta '' means great or good .","Very simply, Pleural'' means very well, while 'Beder's' or -Butter', or Belta'; or, as in, very good."
"Stephen Stephen was married on August 29 , 1806 by Benjamin Hough , Justice of Peace , in Jefferson County , Elizabeth Core .","Benjamin Hough, Justice of. During the marriage of Benjamin Henry Stephen to Elizabeth Core, was married on August 29, 1806 - in Jefferson County '. in Philadelphia', Pennsylvania."
The species was first formally described by the botanist Stephan Endlicher in 1846 as part of Johann Georg Christian Lehmann 's work `` Irideae . Plantae Preissianae '' .,"In 1846, the species in question was described by the botanist Stephan Endlicher, in a publication of Johann Georg Christian Lehmann's book  Irideae. Plantarius Preissianaä ''."
"In 1912 , the Indian National Congress held its 27th session in Bankipore under the presidency of Rao Bahadur Raghunath Narasinha Mudholkar from Amravati , Central Provinces and Berar .","The President of the Indian National Congress, namely Rao Bahadur Raghunath Narasinha Mudholkar, from Mumbai, India, and Bengal, was elected in 1912 to chair the 27th session of their 1912."
"The most commonly used animal fiber is wool harvested from sheep . For hand knitting and hobby knitting , thick , wool and acrylic yarns are frequently spun .","For various purposes, wool from sheep is the most commonly used animal fiber, and wool is often spun as a wool product, particularly for knitting, especially for hobby knitting and other forms of wool and acrylic yarns."
Tipico Co. Ltd and Tipico Casino Ltd were founded in 2004 as international trading companies in the commercial register of the Malta Financial Services Authority .,"The establishment of Tipico Co. Ltd and Tilico Casino Ltd, two international trading companies listed in the Malta Financial Services Authority's register as companies in 2004 confirmed their status as such, was followed by the establishment in 2005."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .","The location of the place is situated in Connemara, near Lough Corrib, on the N59 road to Oughterard and CLIFDEN."
"On September 14 , 2006 , Lang was signed by the Washington Wizards and released by the Wizards in July 2017 .","The Washington Wizards obtained a contract with Lang on September 14, 2006, and released him in July 2017."
"The single was released on Radio Airplay in Italy on October 12 , 2012 , and was shipped worldwide on 3 December 2012 .","The publication of the single on Radio Airplay in Italy occurred on October 12, 2012, and it was shipped worldwide on 3 December 2012."
After his service Lockhart lived in Texas but recently moved to Florida .,"Following his service, Lockhart resided in Texas and subsequently moved to Florida after moving to Texas."
"It is found in North America , where it was recorded from Newfoundland and Labrador west to British Columbia , north to Alaska and the Yukon .","North America, where North American occurrences of the species are documented, extend from Newfoundland and Labrador to British Columbia to the west, and north to Alaska and the Yukon."
"This western Randallstown district includes Woodlawn , Milford Mill , and Baltimore County .","Within the western Randallstown district, one can find Woodlawn, Milford Mill, and Baltimore County, as well as other areas such as Montgomery County and Fredericksburgsburg."
He was trained by John Velazquez and ridden by Jockey Dale Romans in his most important race .,"His performance in his most significant race was attributed to John Velazquez, with Jockey Dale Romans leading the way."
"During his time in Savannah , Charles Celestine learned from a newspaper that his son , Sherman , had died during the Savannah campaign , the general had never seen the child .","While engaged in Savannah, Charles Celestine read from a newspaper that his son, Sherman, died during combat, and the general had not seen him."
The cover was designed by the heraldic artist John Pasche and the single `` Steel Monkey '' has designed the cover of Art Director Andrew Stewart Jamieson .,"Artists such as John Pasche, whose character is a symbol of his country, has designed the cover for her song Steel Monkey, while Art Director Andrew Stewart Jamieson has covered it with his own artwork."
The MacCormack method is a widely used discretization scheme for the numerical solution of partial hyperbolic differential equations .,"For solving the numerical solution of partial differential equations using the MacCormack method, it is common to use one of the more widely used and widely accepted schemes of solution correction for the solution."
"Wright moved from Chapel Hill , NC to New York .","Following his move from Chapel Hill, NC to New York."
"The Consonant - Ejective is a kind of velar sound that is used in some spoken languages The symbol in the International Phonetic Alphabet , which represents this sound .","Certain spoken languages use the Consonant - Ejective, a type of velar sound, as spelled out in the International Phonetic Alphabet."
"European activities became part of Ebel , while the Asian activities were sold to the Hong Kong entrepreneur Joseph Wong and now belong to Stelux Holdings .","While European activities were transferred to Ebel, the Asian activities remained in the possession of Joseph Wong, a Hong Kong entrepreneur, and are now part of the company owned by Stelux Holdings."
"Early advisory board members included Alistair Cooke , Saul Bellow , Walter Cronkite , Norman Cousins , Gore Vidal , Norman Podhoretz .","Within the advisory board, the positions held by Alistair Cooke,Saul Bellow, Walter Crotherome,Norman Armstrong,Paul George,George Washington Irving,John Kerry,Nickerson,Young,Now,and@@1918.Anonymous,@2020.,&@1722,AlisonNC,... were applied by Norman Podhoretz, and@."
Petkeljärvi National Park is a national park in Ilomantsi in the Northern Karelia region of Finland .,"The Northern region of Finland in the form of the Finnish province of Northern Karelia is home to the state-of-the-art Finland park, the park of nature park called, namely, on the peninsular, in a region called 'The Finnish National Park' - specifically, for the renowned whale species, as well as the animal kingdom known as ""The Polar Bear""."
"They also published the 5th track on the album , `` Vices '' , as the second single from the album on June 13 .","Additionally, on June 13, they released the album's second single,  Vices '', as their fifth single."
Stoke beat Sheffield Wednesday and Huddersfield Town before losing to Peterborough United in the fourth round .,"Following defeats at Sheffield Wednesday and Huddersfield Town, Stoke were eliminated by Peterborough United in the fourth round, with their defeat occurring in front of home supporters."
"Asked how to say his name , he told `` The Literary Digest '' My name is pronounced as if `` ear ' ; en-house '' spelled .","Asked by The Literary Supplement how to correctly say his name he replied: ''Yes, I am pronounced by ear - and likewise by house."
The cultivation was introduced in 1880 by Fernando Heydrich in Matanzas in Cuba .,"Fernando Hiver introduced cultivation to Cuba in 1880, when he started the process in the town of Matanzas in Cuba."
"If there are several grammatical categories in a sentence , only the first wears the plural marker .","In instances where multiple grammatical categories are present in a sentence, the plural marker is used exclusively for the first category."
The regime left Philadelphia in October 1777 to join General George Washington 's main army outside of Boston .,"In October 1777, the governing body withdrew from Philadelphia to participate in General George Washington's primary army outside Boston."
"In 1974 Lao PDR established the Stage II fund with the help of the World Bank , the United Nations , and the Asian Development Bank .","With assistance from the World Bank, the United Nations, and the Asian Development Bank, Lao PDR established the Stage II fund in 1974."
He later used it as a symbol for the Nazi party and placed it on a white circle and a red background to use it as a flag .,"Following that, he displayed it as a symbol for the Nazi party and utilized it on ice in white and red background to act as flag."
"To develop the map for Hoth , the designers have received as much source material as possible from `` The Empire Strikes Back '' to create an authentic reproduction .","The map is based on a replica of the original map created by the designers, who have sourced as much source material as possible from  The Empire Strikes Back '' to create the map for use in creating the upcoming map of Vietnam."
"He is married to Elizabeth `` Betsy '' Katz . He is the father of Adam , Nathaniel and Sara Hundt .","Elizabeth '.  Betsy'. and presently he is married to a woman whose children, Adam, Nathaniel, and Sara Hundt, are his children."
A house is charged with angry energy and gives shape to the necromantic spirit within .,"Within a house, energized with anger, it presents muddled energetic forces that shape the house and ultimately shapes the self-absorbed spirit within."
"While Oros worked under Walker on Ford car and truck designs , Engel concentrated on Lincoln and Mercury vehicles .","While working alongside Walker on Ford and Chrysler vehicle designs, whereas Engel concentrated on Lincoln and Mercury vehicles, Engel worked under pressure from Walker."
"Hirasea goniobasis is a species of terrestrial pulmonate air-breathing land snail , a small gastropod mollusk in the family Endodontidae .","Within the Endodontidae family, there are two small gastropod mollusks, namely the terrestrial pulmonate air-living land snail (Higher cyancyanide, H5.I. ) and the bacteriumium plasmonyid a.c., which is also known as HIrasea scottishishis."
"Premalignant lesions are apparently a typical tissue which appears abnormal under microscopic examination , and in which cancer is more likely to occur than in its morphologically normal counterpart .","During the microscopic examination, a typical tissue abnormality, known as paplastoma, is believed to cause cancer and appear abnormal, similar to morphologically normal tissue."
Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Kuwait of Al Ahmadi governorate in the southern Abu Halifa District .,"Within the Kuwait of Al Ahmadi governorate, the town of Abu Halifa or Abu Hulayfah or in the southern Abu Dhabi district of the Abu Al-Hulah district is known as Abu-Haba, or by the locals known locally as HAHAs, while Abu Lim is a town in AKHA and the municipality of AHARI."
Israel is an album by American jazz trombonists Kai Winding and J. J. Johnson featuring performances released in 1968 and recorded on the C,"American jazz trumpet players Kai Winding and J. J."" Johnson produced Israel, a record of performances from 1968 recorded on the Capitol Records in Detroit, Ohio, in 1967."
"In 2014 , Adam wrote a Gothic Trilogy revisions of classic stories Frankenstein , The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti","Beginning in 2014, Adam wrote alterations to the classic stories Frankenstein, The Crown of Evil, and The Prince of Wales."
Mrs. Glad had worked in Ovamboland in 1901 -- 1919 and 1926 -- in 1936 and was there as the first inspector of schools .,"Mrs. Glad served as the first inspector of schools in 1936 and had been employed in Ovamboland in 1901, 1919 and 1926, and later in 1938."
He describes this as a new discovery of fiction - writing and considers it a mytho-realism of Chinese literature .,"According to him, ''This discovery of fiction - writing is a remarkable discovery, and it is considered to be based on...  – mummy-scale mythology — on the Authenticity of Chinese literature."
"In 1953 , the team also toured in Australia and in Asia in August 1959 .","Additionally, the team traveled in Australia in 1953 and Asia in August 1959."
Ronnie Fields did not play a single game in the NBA or in the NCAA .,"Although a professional athlete, Ronnie Fields failed to play in either the NBA or the NCAA."
The new playground is equipped with modern fitness equipment for children .,"Modern exercise equipment has been added to the playground, which has a new section for children."
"Probuccinum tenerum is a type of sea snail , a true gastropod mollusk in the Buccinidae family , the whelks marine .","Within the whales marine, fungi known only as Buccinidae, the species known as'sea snail' falls under the category of a type of ""bacteria"" snail, known scientifically as species tenerum, and is believed to be primarily derived from the mouth of sea snails, but is also referred to as the wormworm."
Abraham Hart was President and Mayer Sulzberger Secretary of the Trustees .,"Abraham Hart served as President and Mayer Sulzberger as Secretary of the Trustees, with Abraham, the President, as president and the Secretary, Mayerin Sutilsberger."
"Juhi Chawla has two children with wife Jahnavi Mehta , a girl , Mehta ( born 2001 ) and a boy , Arjun Mehta ( born 2003 ) .","Two children, namely Mehnavi Mehlenta (born in 2001) and Arjun Mehrendez ( born 2003), are related to her husband, husband's son, Juhi Chawla."
The degree of distinction between Protestant and Catholic tendencies within the specific Anglican tradition is routinely a matter of debate both within Anglican churches and throughout the Anglican Communion .,"Within Anglican churches and throughout the communion, the level of differentiation between Protestant and Catholic tendencies within the specific context of the particular style of Anglo-Catholicism is frequently disputed within Anglacan institutions and associations."
"Slough High School was a selective school for girls in Slough , Buckinghamshire , now Berkshire .","In present-day Montgomery County, which is in the county of Montgomery, Buckinghamshire, the school was known as ""High School of the Girls"" for girls."
Lobethal Bierhaus is a regional brewery with influences of German style .,"As a neighboring brewery, Lobethal Bierhaus is characterized by its German-influenced beer."
"Long was born in Israel , migrated as a young man to Australia and settled there in 1961 .","As a product of Israeli descent, Long moved to Australia as he was born, and subsequently settled there in 1961."
"He retired in Milwaukee , Wisconsin , where he died on 5 May 1903 .","Following retirement in Milwaukee, Wisconsin, he died on 5 May 1903 at the age of 80, while residing in Wisconsin."
"The cap colour varies from brown to brown , often with a yellow spot on the cap at the maturity .","The hue of cap changes from brown to brown, frequently with a yellow mark on the cap at maturity."
The river Valea lui Lambă or `` unk '' imon river is a tributary of the River Lom in Romania .,"The river known as Valley of the Sun, or the River of Light, is a member of River Lom in Romania and flows through the river Valea lui Lambă or  unk '' imon river."
"The completed fence is located mainly in Texas , with the construction in New Mexico , Arizona and California .","Although the fence is mainly located in Texas, it is being built in New Mexico, Arizona, and California."
"Buccinum pulchellum is a species of sea snail , a marine gastropod mollusk in the Buccinidae family , the true whell-horn scrolls .","The species of whale sharks, namely the whales (Nopal, Peru) and the elephant seals are part of the family of marine snails known to the scientific community as partridges."
"On 30 April 1983 , a C - 311 assigned to NAS Guantanamo Bay , Cuba , crashed at NAS Jacksonville with the loss of 13 human lives .","The loss of 13 individuals was caused by the crash of a C - 311 assigned to NAS Jacksonville on 30 April 1983, which was based at CSI Jacksonville and involved personnel from NSA GUantanamo Bay."
"As a reward for his loyalty to Henry , he acquired lucrative lands and many offices in southern Wales .","As compensation for loyalty earned from him to Henry, he acquired valuable lands and offices in southern Wales as a reward for his loyalty."
"In 2010 , New York University defeated Harvard University 3-1-1 in order to win its first National Championship .","New York University claimed victory in the 2010 National Championship, defeating Harvard University 3-1-1, resulting in New Jersey University's first National Title."
The river Neajlovel is a tributary of the River Neajlov in Romania .,"Within Romania, the river Neajlovel is a tributary of the River Neaves."
"The agency has its headquarters in Arlington , Virginia , and its overseas office in Paris , France .","The agency maintains a headquarters in Arlington, Virginia ; and if it has an office in Paris."
The Neajlov River is a tributary of the Neajlovel River in Romania .,"Within Romania, the nearby Neajlov River is a tributary of the Neal River, and the other river is the Nilskay River."
"Ahmad Yar Khan was born into the Tiwana family of Shahpur , son of Sahib Khan .","The father of reputed Punjab I, namely Sahib Khan, and his brother, Ahmad Yar Khan. He was born in 1947 and raised in Shahpur, India, in the family of the neighboring family."
"Born in Brooklyn , New York , he died in Tiburon , California .","Although he was born in Brooklyn, New York, a native of California, and died in California's Tiburon area, it was not until recently that l."
"Proposals from Met to extend from Paddington to South Kensington and south from Moorgate to Tower Hill to the south were accepted and received royal consent on July 29 , 1864 .","Met offered proposals to elarge the distance between Paddington and South Kensington and south from Moorgate to Tower Hill, which were approved by the royal on July 29, 1864."
"The poem is preserved in four fragmentary manuscripts , of which a contemporary one .","Four fragments, including a current one, have survived from the past centuries, and the poem is preserved in them."
"Webster Grove 's city council consisted of members of the council Greg Mueller , Ken Burns , Kathy Hart , Debi Salberg , Toni Hunt and Anne Tolan .","Members of the city council in Houston, Texas were Greg Mueller, Ken Burns, Kathy Hart, Debi Salberg, Toni Hunt and Anne Tolan."
"Therefore , the falling melting and boiling points of the alkali metals indicate that the strength of the metallic bonds of the alkali metals decreases down the group .","As a consequence, the melting and boiling temperatures of the various types of alkali metals indicate that the strength of their metal bonds decreases as the group level approaches its melting point."
"Scrivener dates the manuscript to the 13th century , C. R. Gregory to the 12th century , currently the manuscript is dated to the 12th century by INTF .","Although the manuscript is dated to the 12th century by the FBI, it is currently being manipulated by INTF."
County Road 540 is a few miles west of State Road 540 in Highland City and runs south from US 98 to the County Road 37B .,"County 540, which is situated a few miles west of State Road 520 in Highland City, is located inland and runs south from County Road 37B to the other side."
"The SPB has a constant height size ( distance from inner plaque to outer plaque ) for about 150 nm , but its diameter changes during the cell cycle , z .","Although the diameter of the SPB changes throughout the cell cycle, z, it remains constant in terms of height size ( distance from inner plaque to outer plaque) for approximately 150 nm, while its diameter remains unchanged during this period."
Rami Nieminen ( born 25 February 1966 ) is a Finnish former footballer .,"The father of Finland's flag bears by the name of Rami Nieminen, a 31-year-old veteran of football."
He was the cousin of the Czech national player Miroslav Hlinka and son of former player Jaroslav Hlinka sr .,"His family members included Miroslav Hlinka, a cousin of Czech national player Miraslav Hawkins, and the son of ex-player Jarolov Hoffmann."
They were there to pray for us and they were there to enjoy us .,They arrived to offer prayers and enjoy ourselves.
"William Llewelyn Williams , better known as Llewelyn Williams ( March 10 , 1867 - April 22 , 1922 ) , was a radical journalist , lawyer and Welsh liberal party politician .","William L.L.A. of 1867. He was known as ""The Prince of Prince Edward"", and he was a politician, politician."
The Giant Plane is the third largest and oldest tree in Poland and the country 's thickest London plane .,"The thickness of Poland's thickest plane is the country'', third largest tree, and oldest tree in the world, the enormous tree referred to as the ""The 68th cleft"" or ""Gant Plane"", which is also the title of the World Heritage Tree of Flight."
"Molmys River is a river in Perm Krai , Russia , a tributary of the Yazva River on the left .","The lava flows down to the river Molmys River in the town of Pest in Russia, near the city of Port Nova or near near a town on the left of the River of Kazakhstan, forming."
