Sentence,Informal_10
The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the northeast corner of the 12th arrondissement of Paris .,"Paris combines 20th arrondissement's southeast corner with the 12th and northeast corner of the new 12 th (arrondissement) d'arrondissement (Paris-de-Vincent-sur-Rhine) corner, which is located at the intersection of The Porte de Vincennes and the 20 ème Avenue."
"On March 5 , 2011 , MTV Hive posted a streaming link to Anni Rossi , performing Rihannas '' Rude Boy `` .","Anni Rossi performing Rihannas Rude Boy , by Annette Fry, was featured on MTV Hive as a streaming link on March 5. 2011 - via their official website."
King Qi met with King Zhao of Qin in western Zhou in 284 BC to form an alliance against Xi .,King Qi organized a meeting in western Zhou in 284 BC with King Zhao of Qin to form an alliance with Xi against Yin in order to gain alliance support.
The Chenzhou Administrative Region in the Tang Dynasty is under the administration of modern Henan in the east of Zhoukou :,"Chenzhou Administrative Region in the Tang Dynasty, located east of Zhoukou, is managed by modern Henan, a region governed by the Chinese government since the 16th century."
"`` Pure '' very means simply , and `` Belter '' or `` Belta '' means great or good .","Pure '' very simply means simply, whereas  Belter.' or?"
"Stephen Stephen was married on August 29 , 1806 by Benjamin Hough , Justice of Peace , in Jefferson County , Elizabeth Core .","Benjamin Hough, Justice of Peace catcher landed in Jefferson County – Elizabeth Core's wedding to Stephen Stephen on August 29 - 1806 in the home of his wife, Elizabeth Stephen."
The species was first formally described by the botanist Stephan Endlicher in 1846 as part of Johann Georg Christian Lehmann 's work `` Irideae . Plantae Preissianae '' .,"Stephan Endlicher published a botanical description of the species  Irideae. Plantarius Preissianaer '' in 1846, which was included in Johann Georg Christian Lehmann's book - Iriseaves... Plantanas Prissianeria et generalis : The first official description for the specie."
"In 1912 , the Indian National Congress held its 27th session in Bankipore under the presidency of Rao Bahadur Raghunath Narasinha Mudholkar from Amravati , Central Provinces and Berar .","Rao Bahadur Raghunath Narasinha Mudholkar from Amravati, Central Provinces and Berar presided over the inaugural session of the Indian National Congress in Bankipore in 1912, which was held on November 18, 1912."
"The most commonly used animal fiber is wool harvested from sheep . For hand knitting and hobby knitting , thick , wool and acrylic yarns are frequently spun .","Cow wool harvested from sheep lands is the most popular animal fiber used for hand knitting and hobby knitting. It is often spun into thick, wool and acrylic yarns for hobby or hobby use."
Tipico Co. Ltd and Tipico Casino Ltd were founded in 2004 as international trading companies in the commercial register of the Malta Financial Services Authority .,"Tipico Co. Ltd and Tiico Casino Ltd, two international trading companies listed in the commercial register of the Malta Financial Services Authority, were established in 2004."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .","Adjacent to Lough Corrib, on the N59 route to Oughterard and Clifden, it is located in Connemara."
"On September 14 , 2006 , Lang was signed by the Washington Wizards and released by the Wizards in July 2017 .","Lang signed with the Washington Wizards on September 14, 2006, and released by the team in July 2017."
"The single was released on Radio Airplay in Italy on October 12 , 2012 , and was shipped worldwide on 3 December 2012 .","Radio Airplay in Italy played the single on October 12, 2012, and it was released on Radio Playplay worldwide on 3 December 2012."
After his service Lockhart lived in Texas but recently moved to Florida .,"Lockhart lived in Texas after his service, but relocated to Florida after completing his work in 2006."
"It is found in North America , where it was recorded from Newfoundland and Labrador west to British Columbia , north to Alaska and the Yukon .","North America boasts the most North American recording of it, with tracks moving from Newfoundland and Labrador to British Columbia, and north to Alaska and the Yukon."
"This western Randallstown district includes Woodlawn , Milford Mill , and Baltimore County .","Woodlawn, Milford Mill. and Baltimore County occupy this western Randallstown district, which includes the western portion of Woodtown and some parts of Milfort Mills and the rest of the city's vicinity."
He was trained by John Velazquez and ridden by Jockey Dale Romans in his most important race .,"Trainer John Velazquez trained him first, and Jockey Dale Romans rode him in his most significant race."
"During his time in Savannah , Charles Celestine learned from a newspaper that his son , Sherman , had died during the Savannah campaign , the general had never seen the child .","Charles Celestine discovered via newspaper that Sherman had died during the Savannah campaign, a child whose father, Sherman, had never been present with, while he was in Savannah – despite the general never having seen him."
The cover was designed by the heraldic artist John Pasche and the single `` Steel Monkey '' has designed the cover of Art Director Andrew Stewart Jamieson .,Artist John Pasche designed the cover featuring heraldic artist John Paxel and Art Director Andrew Stewart Jamieson designed a cover based on the song  Steel Monkey ''.
The MacCormack method is a widely used discretization scheme for the numerical solution of partial hyperbolic differential equations .,MacCormack method works well with computers to solve numerical solutions of partial hyperbolic differential equations using the MacIntegra method.
"Wright moved from Chapel Hill , NC to New York .","Wright relocated from Chapel Hill, NC to New York."
"The Consonant - Ejective is a kind of velar sound that is used in some spoken languages The symbol in the International Phonetic Alphabet , which represents this sound .",Voiced sounds using a velar sound known as the Consonant - Ejective are used in some spoken languages. The International Phonetic Alphabet symbols represent this sound.
"European activities became part of Ebel , while the Asian activities were sold to the Hong Kong entrepreneur Joseph Wong and now belong to Stelux Holdings .","European entanglements grew under Ebel, while Asian ties were sold to Joseph Wong and Stelux Holdings, respectively, leaving the European activities under European ownership."
"Early advisory board members included Alistair Cooke , Saul Bellow , Walter Cronkite , Norman Cousins , Gore Vidal , Norman Podhoretz .","Alistair Cooke teamed up with Saul Bellow, Walter Cronkite and Norman Cousins on the Advisory Board, while Gore Vidal partnered with Norman Podhoretz to lead the advisory board."
Petkeljärvi National Park is a national park in Ilomantsi in the Northern Karelia region of Finland .,"Petkeljärvi National Park situated in Finland's Northern Karelia region, in Ilomantsi, is a national park situated on the island of Petomenants."
"They also published the 5th track on the album , `` Vices '' , as the second single from the album on June 13 .","Vices '' released on June 13, is the album's second single and 5th track, while the 5 remaining tracks were released as the second Single."
Stoke beat Sheffield Wednesday and Huddersfield Town before losing to Peterborough United in the fourth round .,"Stoke secured victories over Sheffield Wednesday and Huddersfield Town, but were eliminated by Peterborough United in the fourth round."
"Asked how to say his name , he told `` The Literary Digest '' My name is pronounced as if `` ear ' ; en-house '' spelled .","Upon receiving a phone interview titled ""My name is pronounced ear '' & en-house..."" he replied to The Literary Digest: ""I'm gonna say it...  он perfectly pronounces who I am."""
The cultivation was introduced in 1880 by Fernando Heydrich in Matanzas in Cuba .,"Fernando Heydrich laid down first ever plant in Matanzas, Cuba, in 1880, and introduced the method to Cuba."
"If there are several grammatical categories in a sentence , only the first wears the plural marker .","Whenever a sentence lists multiple grammatical categories in it, the plural marker appears first."
The regime left Philadelphia in October 1777 to join General George Washington 's main army outside of Boston .,Running pawnhouse!! October 1777 -- Philadelphia -- the regime emigrated to join General George Washington's main army outside Boston.
"In 1974 Lao PDR established the Stage II fund with the help of the World Bank , the United Nations , and the Asian Development Bank .","Launched in 1974 with support from the World Bank, the United Nations. and the Asian Development Bank, Lao PDR established the Stage II fund in 1975 with the help of the European Union (EU) based on the US$5 billion in microfinance support backed by the Global Fund for Development (GFD) in Cambodia (GDF) from 1975 to 1974."
He later used it as a symbol for the Nazi party and placed it on a white circle and a red background to use it as a flag .,Subsequently he placed it on a white circle and surrounded by red to act as 'a flag' and as an emblem for the Nazi party.
"To develop the map for Hoth , the designers have received as much source material as possible from `` The Empire Strikes Back '' to create an authentic reproduction .","Hoth map designer's team has created a replica of the original map using  The Empire Strikes Back ', using extensive source material."
"He is married to Elizabeth `` Betsy '' Katz . He is the father of Adam , Nathaniel and Sara Hundt .","Adam Katz married Elizabeth Katz, wife of Betsy Katz. He has three children: Nathaniel and Sara Hundt."
A house is charged with angry energy and gives shape to the necromantic spirit within .,House charged with anger energizes a necromantic spirit within.
"While Oros worked under Walker on Ford car and truck designs , Engel concentrated on Lincoln and Mercury vehicles .","Wolfpack's primary focus was Lincoln and Mercury vehicles, while Engel worked on Lincoln & Mercury cars under Oros while Oroz worked closely with Walker on designing Ford cars and trucks."
"Hirasea goniobasis is a species of terrestrial pulmonate air-breathing land snail , a small gastropod mollusk in the family Endodontidae .","One family called Hirasea goniobasis consists of a microscopic terrestrial pulmonate air-breathing land snail, Hiradea hellebi, primarily omnivorous Hirascus cilicis, which live in the sea as squids."
"Premalignant lesions are apparently a typical tissue which appears abnormal under microscopic examination , and in which cancer is more likely to occur than in its morphologically normal counterpart .","Microscopic examination of normal tissue produces atypical growths of premalignant lesions, which are more likely to develop cancer than normal lesional tissues, and premolarities are characterized by erythema."
Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Kuwait of Al Ahmadi governorate in the southern Abu Halifa District .,"Abu Halifa or Abu Hulayfah or Ushulaylaya / Abu Dhabi - Abu Halayif & Abu Hameifat – Abu Al Ahlifan, Abu Bahia Ben Ali, HARBARA EGAL, UAE — Abu Razak GHULIFAT olarGEUS HARJOR UND ABU HAZIL CENTRAL ARABICS FEDERAL HOTEL,"
Israel is an album by American jazz trombonists Kai Winding and J. J. Johnson featuring performances released in 1968 and recorded on the C,"Israel (1968 album) by Kai Winding and J. J."" Johnson features performances by American jazz trombonists and was released in 1968 on the C-B Records label, with Israel recorded on a demo album released later that year."
"In 2014 , Adam wrote a Gothic Trilogy revisions of classic stories Frankenstein , The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti","Adam produced Gothic Trilogy revisions of classic stories Frankenstein, The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti, in 2014. He titled the Gothic trilogy after the popular Gothic novellas."
Mrs. Glad had worked in Ovamboland in 1901 -- 1919 and 1926 -- in 1936 and was there as the first inspector of schools .,"Mrs Glad served in Ovamboland in 1901, 1919, and 1926, respectively, in 1936 and 1938 respectively. She was the first school inspector."
He describes this as a new discovery of fiction - writing and considers it a mytho-realism of Chinese literature .,"Drawing incredibly on her fusion of Chinese writing art, he calls it a new discovery of writing - 'a mytho-realism..."
"In 1953 , the team also toured in Australia and in Asia in August 1959 .",Touring Australia (1953) and Asia in August 1959 were highlights for the team.
Ronnie Fields did not play a single game in the NBA or in the NCAA .,"NBA players and four-time NCAA players, Ronnie Fields, refrained from playing in the NBA and NCAA tournaments."
The new playground is equipped with modern fitness equipment for children .,Fitness equipment has advanced today - children use the new playground with modern equipment.
"Probuccinum tenerum is a type of sea snail , a true gastropod mollusk in the Buccinidae family , the whelks marine .","Buccinidae family members include raptors, carnivorous penguins, squids and crustaceans, and marine birds such as sea snails make up the Buccinad tenerum genus, which is a type of sea swallow known as Buccinodania."
Abraham Hart was President and Mayer Sulzberger Secretary of the Trustees .,"Abraham Hart served as President and Mayer Sulzberger served secretary of the Trustees, while Abraham himself served."
"Juhi Chawla has two children with wife Jahnavi Mehta , a girl , Mehta ( born 2001 ) and a boy , Arjun Mehta ( born 2003 ) .",Jahnavi Mehta married Juhi Chawla. Together they have two children: Metha (born 2001) and Arjun Mehetani ( born 2003).
The degree of distinction between Protestant and Catholic tendencies within the specific Anglican tradition is routinely a matter of debate both within Anglican churches and throughout the Anglican Communion .,"Evangelies face a challenge arguing that the Christian faith should not be viewed 'in isolation', as the lineage of Protestants and Catholics within the specific Anglican tradition is frequently debated within Anglocan churches and throughout the Anguican Communion."
"Slough High School was a selective school for girls in Slough , Buckinghamshire , now Berkshire .","Girls in Slough, Buckinghamshire, now Berkshire, attended Sloough High School, a selective school."
Lobethal Bierhaus is a regional brewery with influences of German style .,Lobethal Bierhaus is a local brewery that incorporates German influences in its beermaking process.
"Long was born in Israel , migrated as a young man to Australia and settled there in 1961 .","Israel played a hometown in Israel during his teenage years, but Long migrated to Australia and settled there in 1961."
"He retired in Milwaukee , Wisconsin , where he died on 5 May 1903 .","Milwaukee, Wisconsin - where he retired 5 May 1903.... )."
"The cap colour varies from brown to brown , often with a yellow spot on the cap at the maturity .","Cap life varies progressively brown over coloration, often accompanied by yellow spot at maturity."
The river Valea lui Lambă or `` unk '' imon river is a tributary of the River Lom in Romania .,Romania hosts a river tributary to the River Lom called the Valea lui Lambă or  unk '' imon river.
"The completed fence is located mainly in Texas , with the construction in New Mexico , Arizona and California .","Texas possesses most of the fence's final resting area, while constructions are underway in New Mexico, Arizona, and California."
"Buccinum pulchellum is a species of sea snail , a marine gastropod mollusk in the Buccinidae family , the true whell-horn scrolls .","Buccinidae family consists of marine gastropod mollusks, known as whell-horn scrolls or sea snails."
"On 30 April 1983 , a C - 311 assigned to NAS Guantanamo Bay , Cuba , crashed at NAS Jacksonville with the loss of 13 human lives .","13 people were killed when a C-311, based at NAS Jacksonville and assigned to CIA HQ in Guantanamo Bay, Cuba, crashed on 30 April 1983 at approximately 3:00 PM while transporting ten passengers on AIRAIR 737."
"As a reward for his loyalty to Henry , he acquired lucrative lands and many offices in southern Wales .","Success fueled Henry's loyalty to him, leading him to sell lucrative lands and establish numerous offices in southern Wales as a reward."
"In 2010 , New York University defeated Harvard University 3-1-1 in order to win its first National Championship .","Harvard University lost 3-0-1 to New York University in 2010 in the race for the 2010 National Championship, marking Newyr University's first National Title."
The river Neajlovel is a tributary of the River Neajlov in Romania .,"Romania boasts a river Neajlovel, which is incorporated as tributary to the River Neapplov."
"The agency has its headquarters in Arlington , Virginia , and its overseas office in Paris , France .","Headquarters located in Arlington, Virginia ; and an overseas office located outside Washington D.C. in Paris."
The Neajlov River is a tributary of the Neajlovel River in Romania .,"Romania boasts a river named Neajlov River, which is tributary to the Neatic River."
"Ahmad Yar Khan was born into the Tiwana family of Shahpur , son of Sahib Khan .","Ahmad Yar Khan hails from Shahpur, India, where he was born into the family of Ahmad Khan's father, Sahib Khan, and his parents were Tiwana and Khasob."
"Born in Brooklyn , New York , he died in Tiburon , California .","Born in Brooklyn, New York., he died in Tiburon - California."""
"Proposals from Met to extend from Paddington to South Kensington and south from Moorgate to Tower Hill to the south were accepted and received royal consent on July 29 , 1864 .","Met proposed expansions spanning from Paddington to South Kensington and south from Moorgate to Tower Hill, which were approved by the royal on July 29, 1864."
"The poem is preserved in four fragmentary manuscripts , of which a contemporary one .","Four intact manuscripts exist containing the poem, one of which is contemporary."
"Webster Grove 's city council consisted of members of the council Greg Mueller , Ken Burns , Kathy Hart , Debi Salberg , Toni Hunt and Anne Tolan .","Webster Grove Mayor Greg Mueller, associates Ken Burns, director of the City Council, Kathy Hart, council member Debi Salberg, assistant director Toni Hunt, and city manager Anne Tolan were all elected to represent Weber Grove in the city council meeting."
"Therefore , the falling melting and boiling points of the alkali metals indicate that the strength of the metallic bonds of the alkali metals decreases down the group .","Alkali metals exhibit a decrease in metallic bond strength down the group due to their falling melting and boiling points, which suggest that the metallic bonds of the alkalis are weaker down in the same group."
"Scrivener dates the manuscript to the 13th century , C. R. Gregory to the 12th century , currently the manuscript is dated to the 12th century by INTF .",Scrivener dating the manuscript manus from 13th century whereas C. R. Gregory dated it from 12th Century. INTF is currently advancing the manuscript - proving that it has been digitized by SI and Gregory respectively.
County Road 540 is a few miles west of State Road 540 in Highland City and runs south from US 98 to the County Road 37B .,"Running south from US 98 to County Road 37B, County road 540 is located a few miles west of State Road 520, which is primarily along Highland City's Beltway."
"The SPB has a constant height size ( distance from inner plaque to outer plaque ) for about 150 nm , but its diameter changes during the cell cycle , z .","THSM (Southern Paltrow's Prostate Message Board) has a stable height size (150 nm distance from inner plaque to outer plaque) for about 150 m, but its diameter changes during the cell cycle, z. The size of the SPB is constant, and it moves from ring-wave-like to diameter-reactive."
Rami Nieminen ( born 25 February 1966 ) is a Finnish former footballer .,"Rami Nieminen is a Finnish footballer, born 25 February 1966."
He was the cousin of the Czech national player Miroslav Hlinka and son of former player Jaroslav Hlinka sr .,Miroslav Hlinka married a cousin of his cousin and Jarolov Hlika sr.
They were there to pray for us and they were there to enjoy us .,"God welcomed everyone with open arms, praying for us and having fun."
"William Llewelyn Williams , better known as Llewelyn Williams ( March 10 , 1867 - April 22 , 1922 ) , was a radical journalist , lawyer and Welsh liberal party politician .","Welsh liberal party politician, lawyer, journalist, and radical journalist named William Llewelyn Williams (born March 10, 1867 to April 22, 1922) was a popular Welsh politician and lawyer."
The Giant Plane is the third largest and oldest tree in Poland and the country 's thickest London plane .,"Poland stands on top of the world in terms of tree size, architecture, and geography."
"Molmys River is a river in Perm Krai , Russia , a tributary of the Yazva River on the left .","One tributary of the Yazva River on the left, the Molmys River is located in Perm Krai, Russia. It is a river in the Russian city of Perrm Kreide."
Sarika asks Kabir to end his plan to reveal him Ranvir 's game .,Sarika calls on Kabir to abandon his plan of disclosing Ranvir's game.
"Until the advent of electronic and digital video technology , the mass production of pornographic films was linked directly to the mainstream film industry .",Production of pornographic films on a large scale was directly linked to the mainstream film industry until the dawn of electronic and digital video technology.
"While the 33d Fighter Group was inactive , it was consolidated with the 33d Tactical Group as the 33d Tactical Fighter Group .","One group diverted from the 33d Fighter Group's inactivity, while the other group was merged with the third armoured group as the 32d Tactical Fighter Grupe to form the newest member, the33dTactICAL FighterGroup."
It serves to the south-eastern Edithvale suburb of Melbourne opening on 20 September 1919 .,"Melbourne suburb Edithvale opened 20 September 1919, serving the south-eastern suburb of Melbourne."
"Massé was born in Westchester County , New York , grew up in Holland , Michigan , and lived in Europe during her teens .","Born in Westchester County, New York. Massé grew up in Holland – Michigan - and spent her teenage years living in Europe."
